rep,id,CL,Vc,Q,Vp,time0,kt
1,1,0.100580730286672,0.280942516500666,0.101544989694829,0.217115825751864,12.6747495688655,0.764683498532771
2,1,0.107428324994202,0.386269592239225,0.125073700321419,0.248185364964454,11.2407947702952,0.35992282395758
3,1,0.0914359715826466,0.432289122562659,0.212981749832503,0.423971632289516,12.0667800036163,0.860530175160276
4,1,0.103090861303551,0.370034781453834,0.203093944646435,0.395657192512286,11.0640415280918,0.550918585677249
5,1,0.110500691287289,0.39819664835997,0.152960008588081,0.30482943302766,11.7308368754328,0.470143652246072
6,1,0.109621638543519,0.530913099363738,0.0935445484147863,0.190507313973295,10.6631112890382,0.254171481342669
7,1,0.123660976492809,0.378142411222145,0.152868141750815,0.310013710899009,12.7497523382212,0.58580761155375
8,1,0.0979276350757911,0.337986962454411,0.164815725994141,0.328570678665821,12.7023534303839,0.898389979341775
9,1,0.102090505206149,0.27595135475147,0.132592022307262,0.285641735943801,12.1961650285889,0.830537229831759
10,1,0.0968530375769547,0.273513929795652,0.137297299226429,0.293060522663283,11.8815519122293,0.782381076498685
1,2,0.0992399744452285,0.328151197075085,0.0996192500061501,0.234619785191616,12.8354136102404,0.985217102041374
2,2,0.105627563141889,0.40052140400869,0.0995346982549233,0.2267955754738,12.6379635886987,0.676697770042657
3,2,0.0944645431184173,0.244411931231002,0.217802368932597,0.475758168544689,13.2488760566131,2.65388741813863
4,2,0.0974793951424481,0.285808273226352,0.228999244120178,0.49756166455761,12.7767991945242,1.85591109078466
5,2,0.0992344806723397,0.371986981400372,0.131267681427216,0.296316261996876,12.6557395742309,0.99054722531379
6,2,0.0970925427372923,0.174934063314522,0.144658218781138,0.339737989967233,13.2930147041992,2.37772004837
7,2,0.105111705023894,0.244057796996987,0.159637102046773,0.332940994200729,12.3369307696215,0.897944090983588
8,2,0.096516848444374,0.271727171186864,0.160117421105653,0.353594934612077,12.9290422492452,1.42360770333298
9,2,0.116908539935224,0.427096197741705,0.151124983344346,0.327601196516911,13.0535807581602,0.880248420292452
10,2,0.0949298527870365,0.296008759854696,0.104582147030855,0.229386145234949,12.5027338329432,0.728071739561643
1,3,0.378196735851065,0.467629072305296,1.79340974920325,1.14165161036427,12.7518068492707,0.989716261152425
2,3,0.373078443662247,0.725946247025385,2.42040994792562,1.06198099335228,11.0884672002171,0.364765993045431
3,3,0.35319276296137,0.326085351164996,1.92176617833034,1.07440068119309,12.4043632071985,0.998877908190534
4,3,0.367207579954719,0.630172378272449,1.41859145029804,0.889565196992842,13.3822910614047,0.718412872285496
5,3,0.375243060441249,1.16119062477444,1.15639779096108,0.745871840807504,12.1047601582324,0.342268018810456
6,3,0.361441475831555,0.291294407612733,2.05000960773694,1.17068959228263,12.4818632497927,1.32119134672587
