rep,id,CL,Vc,Q,Vp,time0,kt
1,1,0.10183434543026,0.237582769248895,0.137036789809486,0.298383521617891,13.0671365479315,1.32445574006383
2,1,0.112156040644546,0.36155237235036,0.18135227245422,0.347306549109957,11.5530146979137,0.503525867571452
3,1,0.0925835160881651,0.406126758057665,0.208752851934614,0.402544175997094,11.8675936110912,0.749338090179242
4,1,0.101735498876664,0.332207800100555,0.211698715397887,0.430028780544008,11.7156152925003,0.883901897318449
5,1,0.106302776392541,0.328491956941728,0.162908523906949,0.325064725470869,11.5241264639234,0.615237948897129
6,1,0.105647655739129,0.43380284434771,0.115224892455888,0.234965145013582,11.5154761071407,0.427146047641168
7,1,0.11071206434208,0.289926333826118,0.248860216497366,0.463909694018071,12.41202469618,0.959967844503509
8,1,0.0999311680695834,0.269790212209129,0.215744181019983,0.409437023669823,12.6806232089678,1.14020677732676
9,1,0.103278966932746,0.290934808636036,0.147104065710484,0.319311782215827,12.422765287372,0.99613327290032
10,1,0.0929689916375402,0.192319221162136,0.158595435267608,0.328622010519549,12.3455238548155,1.33437497806348
1,2,0.104631752606121,0.379823645913915,0.0932090684545591,0.213982506493275,12.9366776784728,0.74736049858588
2,2,0.0990394608314456,0.361044324316597,0.121409964436007,0.253496577819628,11.7839982957397,0.533781593046221
3,2,0.0956076475292326,0.258961787752237,0.181885303356371,0.416562120714759,13.4730998632876,2.51327023190549
4,2,0.0893039084841479,0.154249318616488,0.213778006494311,0.468498426585745,13.3106494893186,3.92195582452564
5,2,0.0978727922813237,0.368456536694136,0.124108995898643,0.284812420516366,12.6132290862406,0.994237414233245
6,2,0.0895762181014765,0.1272640106918,0.141613361416205,0.318755411133466,13.1167456980418,2.56325501329886
7,2,0.102034945673953,0.216831141644157,0.184464881583153,0.391939327617517,12.5943195410395,1.39366878883116
8,2,0.0946252921889691,0.225495176525711,0.176296525589633,0.370241885259998,12.7261259040507,1.52220341068457
9,2,0.11059153133899,0.392849482494861,0.119655692849063,0.263046406429281,13.0380975750536,0.794615125129436
10,2,0.0995899593363023,0.324891304063719,0.122022880311599,0.242100912989291,12.2815117742424,0.570231633494371
1,3,0.371023199520485,0.352442871784891,1.7947234550998,1.15673407288421,13.3878845947489,1.54646248103256
2,3,0.359070658155253,0.304698099430481,1.91148024220409,1.13656043291958,13.2406770097852,1.46358439439919
3,3,0.333771476942009,0.253489921920253,1.743775130286,1.0280267389458,12.5390659467907,1.31715962202177
4,3,0.363948736190384,0.463529818844944,1.95771807381107,1.14240139941783,12.7914420418888,0.945378177348601
5,3,0.348953271156053,0.49680436988078,1.55314678992884,0.930094584243177,13.07180643127,0.800659991982917
6,3,0.34564009355667,0.189423278473981,1.9757180150176,1.11546969998151,12.9777102116499,1.95908687912317
7,3,0.410489216009391,1.37680843989486,0.562080697964368,0.394063444921242,12.2110485650984,0.228241804408957
8,3,0.342829061967074,0.300340803535923,1.77725989223173,0.990648271728009,12.8488100217831,1.08089623677005
9,3,0.361392971939274,0.273214696068422,2.01815343390262,1.17011138670775,12.8616448304168,1.47069700182644
10,3,0.32574119551853,0.377903967321957,1.17210918869739,0.854656572946127,13.5812920606315,1.36568783949474
1,4,0.371067779482321,0.478100306535255,1.19001669744163,0.831960381077233,13.7748994654516,0.994808150931398
2,4,0.363347655501234,0.581887247486852,1.38320785869222,0.915650157535029,12.522214260669,0.642411463960092
3,4,0.385575773929807,0.316238282170368,2.31085095005596,1.33401913126079,12.7243221458194,1.42794081864882
4,4,0.364667346628395,0.599219088098846,1.83408250582344,1.13425822967006,12.1151443656877,0.728979506198668
5,4,0.370066647103256,0.514457307092783,1.54586799368438,1.1101763795727,13.4025786511683,1.30871143284248
6,4,0.353265407737791,0.30777973103814,2.50052021664664,1.13261760205089,11.7904884913011,0.833628061112086
7,4,0.371697127962644,0.597429303198436,1.34653014330439,1.00092939195893,13.50476822535,1.06516263572019
8,4,0.361919933706115,0.261832105413091,1.84207672934939,1.06304903927854,13.1227469508935,1.4250779772453
9,4,0.354777499789668,0.444723770095377,1.4040421820131,1.00214101140711,13.6724523427627,1.37411552459148
10,4,0.372561983067438,0.527671993821433,1.49922516301297,1.01362029627689,12.4292735580006,0.780237713534828
1,5,0.128759829216742,0.288779324923895,1.49804664524835,0.587587135754478,9.73474788663192,1.05423527203984
2,5,0.15206388080028,0.527104799875442,0.262042218959636,0.201760982711271,11.8042449291701,4.08155082434504
3,5,0.136383422213341,0.482874267443842,0.669336930602859,0.446619105119605,11.0447589423667,3.01790200235074
4,5,0.131985096285872,0.509127048584386,0.647742419897464,0.480448560397668,11.5911086835894,7.15117726922327
5,5,0.153496299128149,0.35306664747703,0.535226482902055,0.416263155864675,12.1300809011497,14.4138968760916
6,5,0.121367152840977,0.189867417515627,0.66111309858752,0.364637660090033,10.843114339953,2.31871552725034
7,5,0.114603202447667,0.451510748853545,0.980404780716948,0.560949616845869,10.3565329846507,1.7120148599875
8,5,0.102551242802557,0.529480296806447,1.10593006346779,0.745649802354248,11.2967945436936,5.75381056166017
9,5,0.122362278830935,0.362307568708027,0.819887137575278,0.577572969877942,11.3543920173803,7.04883729582253
10,5,0.112586103515943,0.455597265512168,0.579162678989938,0.392586378910975,10.9807106206749,2.96543719869189
1,6,0.141504994945845,0.324304194700281,0.46715331155309,0.370039925577994,12.4897773187886,23.3825264998831
2,6,0.131671277064116,0.661282636546635,2.00800275104788,0.20171364856088,9.14946111145979,0.218754971579545
3,6,0.149029188991139,0.263872702687826,0.662905800543957,0.508551226617055,12.1063567917099,22.7475035201223
4,6,0.126789731462447,0.376092206393866,0.555278740975238,0.431402304777215,12.0950383297044,17.3501620248516
5,6,0.130236803793057,0.115366335476476,1.20728873893246,0.573820950905388,10.3665996621705,3.09068509737522
6,6,0.139628163828166,0.368157562073542,0.398472893175757,0.3126545307731,11.8855340749756,9.34682914970827
7,6,0.140997313448897,0.352127192924554,0.452142975709657,0.354428361179365,12.3491534238972,17.6878119101302
